,Filo,Classe,Ordem,Família ,Gênero,Espécie,Ewe grop,Ponto,Área,Município,Dia,Mês,Ano,Data,Massa(g),Largura Cefalotoracica (mm),Sexo,Estágio,Estação,Salinidade,Gradiente Salino,Temperatura,Tipo de Maré
12807,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12808,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12809,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12810,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12811,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12812,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12813,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12814,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12815,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12816,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12817,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12818,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12819,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12820,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12821,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12822,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12823,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12824,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12825,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12826,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12827,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12828,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12829,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12830,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12831,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12832,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12833,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12834,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12835,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12836,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12837,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12838,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12839,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12840,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12841,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12842,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12843,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12844,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12845,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12846,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12847,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12848,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12849,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12850,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12851,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12852,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12853,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12854,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12855,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12856,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12857,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12858,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12859,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12860,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12861,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12862,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12863,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12864,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12865,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12866,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12867,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12868,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12869,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12870,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12871,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12872,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12873,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12874,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12875,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12876,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12877,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12878,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12879,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12880,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12881,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12882,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12883,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12884,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12885,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12886,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12887,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12888,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12889,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12890,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12891,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12892,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12893,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12894,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12895,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12896,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12897,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12898,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12899,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12900,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12901,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12902,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12903,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12904,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12905,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12906,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12907,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12908,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12909,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12910,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12911,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12912,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12913,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12914,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12915,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12916,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12917,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12918,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12919,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12920,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12921,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12922,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12923,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12924,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12925,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
12926,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,4,3,2018,04/03/2018,"1,97",,,,Verao,34,Marinho,26,
